ID,URL,VID,note,,注意：遇到迪士尼内容直接跳过，不要上传，表格空着就行,,,,,,,,,,,,,,
1,,,,,"Note: When you encounter Disney content, skip it directly, don't upload it, just leave the form empty",,,,,,,,,,,,,,
2,https://www.zhihu.com/zvideo/1834732191076208640,,,,,,,,,,,,,,,,,,
3,https://www.zhihu.com/zvideo/1834735059560706049,,,,,,,,,,,,,,,,,,
4,https://www.zhihu.com/zvideo/1834740949739257857,,,,,,,,,,,,,,,,,,
5,https://www.zhihu.com/zvideo/1834907246808662016,,1,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,
7,https://www.zhihu.com/zvideo/1834921254584459266,,1,,,,,,,,,,,,,,,,
8,https://www.zhihu.com/zvideo/1834923647959183361,,1,,,,,,,,,,,,,,,,
9,https://www.zhihu.com/zvideo/1834924567161872384,,1,,,,,,,,,,,,,,,,
10,https://www.zhihu.com/zvideo/1834925604811698176,,1,,,,,,,,,,,,,,,,
11,https://www.zhihu.com/zvideo/1834926443374727170,,1,,,,,,,,,,,,,,,,
12,https://www.zhihu.com/zvideo/1834927414863589378,,1,,,,,,,,,,,,,,,,
13,https://www.zhihu.com/zvideo/1834928742478258179,,1,,,,,,,,,,,,,,,,
14,https://www.zhihu.com/zvideo/1834929557070815232,,1,,,,,,,,,,,,,,,,
15,https://www.zhihu.com/zvideo/1834930240150958081,,1,,,,,,,,,,,,,,,,
16,https://www.zhihu.com/zvideo/1834932199675273216,,1,,,,,,,,,,,,,,,,
17,https://www.zhihu.com/zvideo/1834933345034829824,,1,,,,,,,,,,,,,,,,
18,https://www.zhihu.com/zvideo/1834934353811095554,,1,,,,,,,,,,,,,,,,
19,https://www.zhihu.com/zvideo/1834934931215761408,,1,,,,,,,,,,,,,,,,
20,https://www.zhihu.com/zvideo/1834935493407678468,,1,,,,,,,,,,,,,,,,
21,https://www.zhihu.com/zvideo/1834948304271699968,,,,,,,,,,,,,,,,,,
22,https://www.zhihu.com/zvideo/1834949390130888706,,,,,,,,,,,,,,,,,,
23,https://www.zhihu.com/zvideo/1834950580067512320,,,,,,,,,,,,,,,,,,
24,https://www.zhihu.com/zvideo/1834951433960701955,,1,,,,,,,,,,,,,,,,
25,https://www.zhihu.com/zvideo/1834953216376328192,,,,,,,,,,,,,,,,,,
26,https://www.zhihu.com/zvideo/1835187264566730752,,1,,,,,,,,,,,,,,,,
27,https://www.zhihu.com/zvideo/1835190485855129600,,,,,,,,,,,,,,,,,,
28,https://www.zhihu.com/zvideo/1835192133902016512,,,,,,,,,,,,,,,,,,
29,https://www.zhihu.com/zvideo/1835192677118906368,,,,,,,,,,,,,,,,,,
30,https://www.zhihu.com/zvideo/1835193174777270272,,,,,,,,,,,,,,,,,,
31,https://www.zhihu.com/zvideo/1835193811489411073,,1,,,,,,,,,,,,,,,,
32,https://www.zhihu.com/zvideo/1835194425665527809,,1,,,,,,,,,,,,,,,,
33,https://www.zhihu.com/zvideo/1835194982287433729,,1,,,,,,,,,,,,,,,,
34,https://www.zhihu.com/zvideo/1835195458928136192,,,,,,,,,,,,,,,,,,
35,https://www.zhihu.com/zvideo/1835195911090876416,,1,,,,,,,,,,,,,,,,
36,https://www.zhihu.com/zvideo/1835196478093672448,,1,,,,,,,,,,,,,,,,
37,https://www.zhihu.com/zvideo/1835196478093672448,,1,,,,,,,,,,,,,,,,
38,https://www.zhihu.com/zvideo/1835198641993826304,,1,,,,,,,,,,,,,,,,
39,https://www.zhihu.com/zvideo/1835199128675692544,,1,,,,,,,,,,,,,,,,
40,https://www.zhihu.com/zvideo/1835199618662658049,,1,,,,,,,,,,,,,,,,
41,https://www.zhihu.com/zvideo/1835200125066162176,,1,,,,,,,,,,,,,,,,
42,https://www.zhihu.com/zvideo/1835200649886822400,,1,,,,,,,,,,,,,,,,
43,https://www.zhihu.com/zvideo/1835201141903867904,,1,,,,,,,,,,,,,,,,
44,https://www.zhihu.com/zvideo/1835201787008786432,,1,,,,,,,,,,,,,,,,
45,https://www.zhihu.com/zvideo/1835202364270833664,,1,,,,,,,,,,,,,,,,
46,https://www.zhihu.com/zvideo/1835209484454215682,,1,,,,,,,,,,,,,,,,
47,https://www.zhihu.com/zvideo/1835210303161368576,,1,,,,,,,,,,,,,,,,
48,https://www.zhihu.com/zvideo/1835210863755284480,,1,,,,,,,,,,,,,,,,
49,https://www.zhihu.com/zvideo/1835211438634979328,,1,,,,,,,,,,,,,,,,
50,https://www.zhihu.com/zvideo/1835211958732865539,,,,,,,,,,,,,,,,,,
51,https://www.zhihu.com/zvideo/1835212420576063488,,,,,,,,,,,,,,,,,,
52,https://www.zhihu.com/zvideo/1835212978028417026,,,,,,,,,,,,,,,,,,
53,https://www.zhihu.com/zvideo/1835213435341791232,,,,,,,,,,,,,,,,,,
54,https://www.zhihu.com/zvideo/1835213865018867712,,,,,,,,,,,,,,,,,,
55,https://www.zhihu.com/zvideo/1835214267533643776,,,,,,,,,,,,,,,,,,
56,https://www.zhihu.com/zvideo/1835214716093472768,,,,,,,,,,,,,,,,,,
57,https://www.zhihu.com/zvideo/1835215316210302976,,,,,,,,,,,,,,,,,,
58,https://www.zhihu.com/zvideo/1835215738429923330,,,,,,,,,,,,,,,,,,
59,https://www.zhihu.com/zvideo/1835216154546806784,,1,,,,,,,,,,,,,,,,
60,https://www.zhihu.com/zvideo/1835216712145969153,,1,,,,,,,,,,,,,,,,
61,https://www.zhihu.com/zvideo/1835217124504764418,,,,,,,,,,,,,,,,,,
62,https://www.zhihu.com/zvideo/1835217737993043970,,,,,,,,,,,,,,,,,,
63,https://www.zhihu.com/zvideo/1835218316123303936,,,,,,,,,,,,,,,,,,
64,https://www.zhihu.com/zvideo/1835218886515113984,,,,,,,,,,,,,,,,,,
65,https://www.zhihu.com/zvideo/1835219871132164096,,,,,,,,,,,,,,,,,,
66,https://www.zhihu.com/zvideo/1835057480775909377,,,,,,,,,,,,,,,,,,
67,https://www.zhihu.com/zvideo/1835057479249166336,,,,,,,,,,,,,,,,,,
68,https://www.zhihu.com/zvideo/1835057601336971264,,,,,,,,,,,,,,,,,,
69,https://www.zhihu.com/zvideo/1835057661986615296,,,,,,,,,,,,,,,,,,
70,https://www.zhihu.com/zvideo/1835057900462166017,,,,,,,,,,,,,,,,,,
71,https://www.zhihu.com/zvideo/1835057945567698944,,,,,,,,,,,,,,,,,,
72,https://www.zhihu.com/zvideo/1835058045543133185,,,,,,,,,,,,,,,,,,
73,https://www.zhihu.com/zvideo/1835058133900353537,,,,,,,,,,,,,,,,,,
74,https://www.zhihu.com/zvideo/1835058196659703809,,,,,,,,,,,,,,,,,,
75,https://www.zhihu.com/zvideo/1835058354533310464,,,,,,,,,,,,,,,,,,
76,,,非迪士尼内容，但未通过审核,,,,,,,,,,,,,,,,
77,https://www.zhihu.com/zvideo/1835058488956559360,,,,,,,,,,,,,,,,,,
78,https://www.zhihu.com/zvideo/1835058531109318657,,,,,,,,,,,,,,,,,,
79,https://www.zhihu.com/zvideo/1835058594225205248,,,,,,,,,,,,,,,,,,
80,https://www.zhihu.com/zvideo/1835058639645327361,,,,,,,,,,,,,,,,,,
81,https://www.zhihu.com/zvideo/1835060660943319041,,,,,,,,,,,,,,,,,,
82,https://www.zhihu.com/zvideo/1835060732531703809,,,,,,,,,,,,,,,,,,
83,https://www.zhihu.com/zvideo/1835060770574041088,,,,,,,,,,,,,,,,,,
84,https://www.zhihu.com/zvideo/1835060834503626753,,,,,,,,,,,,,,,,,,
85,https://www.zhihu.com/zvideo/1835060964480913409,,,,,,,,,,,,,,,,,,
86,https://www.zhihu.com/zvideo/1835092126024749057,,,,,,,,,,,,,,,,,,
87,https://www.zhihu.com/zvideo/1835091976741056512,,,,,,,,,,,,,,,,,,
88,https://www.zhihu.com/zvideo/1835092167510605824,,,,,,,,,,,,,,,,,,
